Order ID,Order Name,Created at,Financial Status,Customer ID,Total Price,Subtotal Price,Total Discounts,Shipping Cost,Total Tax,Lineitem quantity,Lineitem sku,Lineitem price,Lineitem total price,Lineitem name,Refund ID,Risk Level
110460524,#ORD110460524,2025-11-29,paid,1414,1102.0,900,30,70,162.0,3,HERB003,300,900,Tulsi Shampoo,,high
110460525,#ORD110460525,2025-11-21,paid,1382,474.8,360,20,70,64.8,2,HERB002,180,360,Neem Face Wash,,high
110460526,#ORD110460526,2025-11-09,pending,1094,848.8,660,0,70,118.8,3,HERB005,220,660,Aloe Vera Gel,,high
110460527,#ORD110460527,2025-11-22,paid,1121,454.8,360,20,50,64.8,4,HERB004,90,360,Sandalwood Soap,,low
110460528,#ORD110460528,2025-11-10,paid,1254,348.6,270,0,30,48.6,3,HERB004,90,270,Sandalwood Soap,,low
110460529,#ORD110460529,2025-11-09,pending,1336,318.6,270,30,30,48.6,3,HERB004,90,270,Sandalwood Soap,,medium
110460530,#ORD110460530,2025-11-11,paid,1276,1058.4,880,30,50,158.4,4,HERB005,220,880,Aloe Vera Gel,,low
110460531,#ORD110460531,2025-11-13,paid,1146,354.0,300,50,50,54.0,1,HERB003,300,300,Tulsi Shampoo,,low
110460532,#ORD110460532,2025-11-03,paid,1444,1308.0,1100,20,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,,medium
110460533,#ORD110460533,2025-11-26,paid,1068,1210.0,1000,20,50,180.0,4,HERB001,250,1000,Amla Hair Oil,,high
110460534,#ORD110460534,2025-11-24,paid,1234,222.4,180,20,30,32.4,1,HERB002,180,180,Neem Face Wash,,low
110460535,#ORD110460535,2025-11-20,paid,1283,348.6,270,20,50,48.6,3,HERB004,90,270,Sandalwood Soap,,high
110460536,#ORD110460536,2025-11-15,paid,1026,895.0,750,20,30,135.0,3,HERB001,250,750,Amla Hair Oil,,medium
110460537,#ORD110460537,2025-11-04,paid,1273,788.8,660,20,30,118.8,3,HERB005,220,660,Aloe Vera Gel,,high
110460538,#ORD110460538,2025-11-24,pending,1310,849.6,720,50,50,129.6,4,HERB002,180,720,Neem Face Wash,,medium
110460539,#ORD110460539,2025-11-19,paid,1393,1338.0,1100,30,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,,low
110460540,#ORD110460540,2025-11-08,paid,1243,499.2,440,50,30,79.2,2,HERB005,220,440,Aloe Vera Gel,,high
110460541,#ORD110460541,2025-11-02,paid,1135,1318.0,1100,30,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,,low
110460542,#ORD110460542,2025-11-01,paid,1459,1318.0,1100,30,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,,low
110460543,#ORD110460543,2025-11-11,paid,1019,354.0,300,30,30,54.0,1,HERB003,300,300,Tulsi Shampoo,,medium
110460544,#ORD110460544,2025-11-25,paid,1464,899.6,720,0,50,129.6,4,HERB002,180,720,Neem Face Wash,,low
110460545,#ORD110460545,2025-11-27,paid,1042,885.0,750,30,30,135.0,3,HERB001,250,750,Amla Hair Oil,,low
110460546,#ORD110460546,2025-11-17,refunded,1240,494.8,360,0,70,64.8,4,HERB004,90,360,Sandalwood Soap,RFD110460546,medium
110460547,#ORD110460547,2025-11-10,paid,1170,1038.4,880,30,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,medium
110460548,#ORD110460548,2025-11-02,paid,1458,404.0,300,20,70,54.0,1,HERB003,300,300,Tulsi Shampoo,,low
110460549,#ORD110460549,2025-11-06,paid,1004,212.4,180,30,30,32.4,2,HERB004,90,180,Sandalwood Soap,,medium
110460550,#ORD110460550,2025-11-22,paid,1248,559.2,440,30,70,79.2,2,HERB005,220,440,Aloe Vera Gel,,low
110460551,#ORD110460551,2025-11-01,refunded,1424,738.0,600,0,30,108.0,2,HERB003,300,600,Tulsi Shampoo,RFD110460551,high
110460552,#ORD110460552,2025-11-25,paid,1045,329.6,220,0,70,39.6,1,HERB005,220,220,Aloe Vera Gel,,high
110460553,#ORD110460553,2025-11-01,paid,1343,1200.0,1000,50,70,180.0,4,HERB001,250,1000,Amla Hair Oil,,high
110460554,#ORD110460554,2025-11-04,paid,1219,905.0,750,30,50,135.0,3,HERB001,250,750,Amla Hair Oil,,low
110460555,#ORD110460555,2025-11-25,refunded,1178,1112.0,900,0,50,162.0,5,HERB002,180,900,Neem Face Wash,RFD110460555,high
110460556,#ORD110460556,2025-11-21,paid,1353,1180.0,1000,30,30,180.0,4,HERB001,250,1000,Amla Hair Oil,,high
110460557,#ORD110460557,2025-11-06,refunded,1280,1092.0,900,0,30,162.0,5,HERB002,180,900,Neem Face Wash,RFD110460557,high
110460558,#ORD110460558,2025-11-24,pending,1044,1062.0,900,30,30,162.0,5,HERB002,180,900,Neem Face Wash,,low
110460559,#ORD110460559,2025-11-06,paid,1248,368.6,270,0,50,48.6,3,HERB004,90,270,Sandalwood Soap,,high
110460560,#ORD110460560,2025-11-06,paid,1325,126.2,90,30,50,16.2,1,HERB004,90,90,Sandalwood Soap,,high
110460561,#ORD110460561,2025-11-29,paid,1203,818.8,660,30,70,118.8,3,HERB005,220,660,Aloe Vera Gel,,low
110460562,#ORD110460562,2025-11-12,pending,1434,232.4,180,30,50,32.4,1,HERB002,180,180,Neem Face Wash,,low
110460563,#ORD110460563,2025-11-13,paid,1111,1180.0,1000,30,30,180.0,4,HERB001,250,1000,Amla Hair Oil,,low
110460564,#ORD110460564,2025-11-20,paid,1319,640.0,500,0,50,90.0,2,HERB001,250,500,Amla Hair Oil,,low
110460565,#ORD110460565,2025-11-24,pending,1081,667.2,540,20,50,97.2,3,HERB002,180,540,Neem Face Wash,,medium
110460566,#ORD110460566,2025-11-04,paid,1126,905.0,750,30,50,135.0,3,HERB001,250,750,Amla Hair Oil,,low
110460567,#ORD110460567,2025-11-08,paid,1306,637.2,540,30,30,97.2,3,HERB002,180,540,Neem Face Wash,,low
110460568,#ORD110460568,2025-11-02,paid,1454,1318.0,1100,50,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,,low
110460569,#ORD110460569,2025-11-09,paid,1245,758.0,600,0,50,108.0,2,HERB003,300,600,Tulsi Shampoo,,low
110460570,#ORD110460570,2025-11-22,paid,1446,338.6,270,30,50,48.6,3,HERB004,90,270,Sandalwood Soap,,medium
110460571,#ORD110460571,2025-11-20,paid,1298,600.0,500,20,30,90.0,2,HERB001,250,500,Amla Hair Oil,,low
110460572,#ORD110460572,2025-11-06,paid,1189,1525.0,1250,20,70,225.0,5,HERB001,250,1250,Amla Hair Oil,,medium
110460573,#ORD110460573,2025-11-14,pending,1306,464.8,360,30,70,64.8,2,HERB002,180,360,Neem Face Wash,,medium
110460574,#ORD110460574,2025-11-08,pending,1457,1068.4,880,0,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,low
110460575,#ORD110460575,2025-11-25,refunded,1445,1820.0,1500,0,50,270.0,5,HERB003,300,1500,Tulsi Shampoo,RFD110460575,low
110460576,#ORD110460576,2025-11-20,refunded,1059,549.2,440,0,30,79.2,2,HERB005,220,440,Aloe Vera Gel,RFD110460576,high
110460577,#ORD110460577,2025-11-21,paid,1332,620.0,500,0,30,90.0,2,HERB001,250,500,Amla Hair Oil,,low
110460578,#ORD110460578,2025-11-29,paid,1235,365.0,250,0,70,45.0,1,HERB001,250,250,Amla Hair Oil,,high
110460579,#ORD110460579,2025-11-05,paid,1215,511.0,450,50,30,81.0,5,HERB004,90,450,Sandalwood Soap,,low
110460580,#ORD110460580,2025-11-05,paid,1015,657.2,540,50,70,97.2,3,HERB002,180,540,Neem Face Wash,,medium
110460581,#ORD110460581,2025-11-08,pending,1126,657.2,540,30,50,97.2,3,HERB002,180,540,Neem Face Wash,,high
110460582,#ORD110460582,2025-11-27,paid,1461,289.6,220,20,50,39.6,1,HERB005,220,220,Aloe Vera Gel,,high
110460583,#ORD110460583,2025-11-11,paid,1117,358.6,270,30,70,48.6,3,HERB004,90,270,Sandalwood Soap,,low
110460584,#ORD110460584,2025-11-24,paid,1414,1068.4,880,0,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,medium
110460585,#ORD110460585,2025-11-07,paid,1337,279.6,220,50,70,39.6,1,HERB005,220,220,Aloe Vera Gel,,medium
110460586,#ORD110460586,2025-11-14,paid,1271,865.0,750,50,30,135.0,3,HERB001,250,750,Amla Hair Oil,,low
110460587,#ORD110460587,2025-11-19,paid,1403,818.8,660,30,70,118.8,3,HERB005,220,660,Aloe Vera Gel,,medium
110460588,#ORD110460588,2025-11-15,paid,1162,1200.0,1000,30,50,180.0,4,HERB001,250,1000,Amla Hair Oil,,low
110460589,#ORD110460589,2025-11-28,paid,1294,828.8,660,0,50,118.8,3,HERB005,220,660,Aloe Vera Gel,,high
110460590,#ORD110460590,2025-11-07,paid,1316,848.8,660,0,70,118.8,3,HERB005,220,660,Aloe Vera Gel,,low
110460591,#ORD110460591,2025-11-23,paid,1291,1180.0,1000,50,50,180.0,4,HERB001,250,1000,Amla Hair Oil,,medium
110460592,#ORD110460592,2025-11-26,paid,1110,1088.4,880,0,50,158.4,4,HERB005,220,880,Aloe Vera Gel,,high
110460593,#ORD110460593,2025-11-07,paid,1269,345.0,250,20,70,45.0,1,HERB001,250,250,Amla Hair Oil,,medium
110460594,#ORD110460594,2025-11-28,paid,1020,424.8,360,30,30,64.8,4,HERB004,90,360,Sandalwood Soap,,low
110460595,#ORD110460595,2025-11-23,pending,1429,829.6,720,50,30,129.6,4,HERB002,180,720,Neem Face Wash,,medium
110460596,#ORD110460596,2025-11-04,paid,1186,1505.0,1250,20,50,225.0,5,HERB001,250,1250,Amla Hair Oil,,low
110460597,#ORD110460597,2025-11-18,paid,1250,1348.0,1100,0,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,,medium
110460598,#ORD110460598,2025-11-16,paid,1075,275.0,250,50,30,45.0,1,HERB001,250,250,Amla Hair Oil,,high
110460599,#ORD110460599,2025-11-15,pending,1365,384.0,300,20,50,54.0,1,HERB003,300,300,Tulsi Shampoo,,low
110460600,#ORD110460600,2025-11-03,paid,1256,1132.0,900,0,70,162.0,5,HERB002,180,900,Neem Face Wash,,low
110460601,#ORD110460601,2025-11-24,pending,1408,1180.0,1000,50,50,180.0,4,HERB001,250,1000,Amla Hair Oil,,low
110460602,#ORD110460602,2025-11-09,paid,1178,630.0,500,30,70,90.0,2,HERB001,250,500,Amla Hair Oil,,high
110460603,#ORD110460603,2025-11-19,paid,1195,1088.4,880,20,70,158.4,4,HERB005,220,880,Aloe Vera Gel,,medium
110460604,#ORD110460604,2025-11-18,paid,1137,358.6,270,30,70,48.6,3,HERB004,90,270,Sandalwood Soap,,medium
110460605,#ORD110460605,2025-11-17,paid,1381,464.8,360,30,70,64.8,4,HERB004,90,360,Sandalwood Soap,,high
110460606,#ORD110460606,2025-11-21,paid,1148,86.2,90,50,30,16.2,1,HERB004,90,90,Sandalwood Soap,,high
110460607,#ORD110460607,2025-11-06,paid,1097,279.6,220,30,50,39.6,1,HERB005,220,220,Aloe Vera Gel,,medium
110460608,#ORD110460608,2025-11-03,paid,1242,905.0,750,30,50,135.0,3,HERB001,250,750,Amla Hair Oil,,high
110460609,#ORD110460609,2025-11-27,paid,1022,1230.0,1000,20,70,180.0,4,HERB001,250,1000,Amla Hair Oil,,medium
110460610,#ORD110460610,2025-11-13,paid,1123,758.0,600,0,50,108.0,2,HERB003,300,600,Tulsi Shampoo,,low
110460611,#ORD110460611,2025-11-17,paid,1444,935.0,750,0,50,135.0,3,HERB001,250,750,Amla Hair Oil,,medium
110460612,#ORD110460612,2025-11-07,paid,1479,289.6,220,20,50,39.6,1,HERB005,220,220,Aloe Vera Gel,,high
110460613,#ORD110460613,2025-11-23,paid,1038,590.0,500,30,30,90.0,2,HERB001,250,500,Amla Hair Oil,,medium
110460614,#ORD110460614,2025-11-06,paid,1314,242.4,180,20,50,32.4,1,HERB002,180,180,Neem Face Wash,,high
110460615,#ORD110460615,2025-11-04,pending,1148,1038.4,880,30,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,medium
110460616,#ORD110460616,2025-11-19,paid,1399,1048.4,880,20,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,high
110460617,#ORD110460617,2025-11-16,paid,1448,358.6,270,30,70,48.6,3,HERB004,90,270,Sandalwood Soap,,medium
110460618,#ORD110460618,2025-11-06,pending,1030,348.6,270,20,50,48.6,3,HERB004,90,270,Sandalwood Soap,,medium
110460619,#ORD110460619,2025-11-04,paid,1038,1820.0,1500,0,50,270.0,5,HERB003,300,1500,Tulsi Shampoo,,medium
110460620,#ORD110460620,2025-11-11,paid,1133,384.0,300,20,50,54.0,1,HERB003,300,300,Tulsi Shampoo,,medium
110460621,#ORD110460621,2025-11-18,paid,1269,374.0,300,50,70,54.0,1,HERB003,300,300,Tulsi Shampoo,,low
110460622,#ORD110460622,2025-11-16,paid,1394,1278.0,1100,50,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,,high
110460623,#ORD110460623,2025-11-07,paid,1213,474.8,360,20,70,64.8,2,HERB002,180,360,Neem Face Wash,,medium
110460624,#ORD110460624,2025-11-07,paid,1463,1082.0,900,30,50,162.0,5,HERB002,180,900,Neem Face Wash,,high
110460625,#ORD110460625,2025-11-21,paid,1282,539.2,440,30,50,79.2,2,HERB005,220,440,Aloe Vera Gel,,low
110460626,#ORD110460626,2025-11-27,paid,1040,1112.0,900,20,70,162.0,5,HERB002,180,900,Neem Face Wash,,low
110460627,#ORD110460627,2025-11-19,paid,1355,329.6,220,0,70,39.6,1,HERB005,220,220,Aloe Vera Gel,,medium
110460628,#ORD110460628,2025-11-23,refunded,1297,601.0,450,0,70,81.0,5,HERB004,90,450,Sandalwood Soap,RFD110460628,low
110460629,#ORD110460629,2025-11-22,paid,1293,454.8,360,20,50,64.8,4,HERB004,90,360,Sandalwood Soap,,high
110460630,#ORD110460630,2025-11-01,paid,1220,531.0,450,30,30,81.0,5,HERB004,90,450,Sandalwood Soap,,medium
110460631,#ORD110460631,2025-11-03,paid,1050,1348.0,1100,20,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,,low
110460632,#ORD110460632,2025-11-24,pending,1104,424.8,360,30,30,64.8,2,HERB002,180,360,Neem Face Wash,,medium
110460633,#ORD110460633,2025-11-14,paid,1211,1466.0,1200,20,70,216.0,4,HERB003,300,1200,Tulsi Shampoo,,low
110460634,#ORD110460634,2025-11-06,refunded,1377,687.2,540,0,50,97.2,3,HERB002,180,540,Neem Face Wash,RFD110460634,medium
110460635,#ORD110460635,2025-11-19,paid,1377,464.8,360,30,70,64.8,2,HERB002,180,360,Neem Face Wash,,high
110460636,#ORD110460636,2025-11-08,pending,1045,738.0,600,0,30,108.0,2,HERB003,300,600,Tulsi Shampoo,,medium
110460637,#ORD110460637,2025-11-02,paid,1346,549.2,440,0,30,79.2,2,HERB005,220,440,Aloe Vera Gel,,high
110460638,#ORD110460638,2025-11-01,refunded,1362,1108.4,880,0,70,158.4,4,HERB005,220,880,Aloe Vera Gel,RFD110460638,high
110460639,#ORD110460639,2025-11-27,paid,1088,1058.4,880,50,70,158.4,4,HERB005,220,880,Aloe Vera Gel,,low
110460640,#ORD110460640,2025-11-29,pending,1297,318.6,270,30,30,48.6,3,HERB004,90,270,Sandalwood Soap,,medium
110460641,#ORD110460641,2025-11-19,refunded,1444,955.0,750,0,70,135.0,3,HERB001,250,750,Amla Hair Oil,RFD110460641,high
110460642,#ORD110460642,2025-11-19,paid,1102,895.0,750,20,30,135.0,3,HERB001,250,750,Amla Hair Oil,,high
110460643,#ORD110460643,2025-11-13,paid,1221,541.0,450,20,30,81.0,5,HERB004,90,450,Sandalwood Soap,,high
110460644,#ORD110460644,2025-11-12,paid,1456,242.4,180,0,30,32.4,1,HERB002,180,180,Neem Face Wash,,high
110460645,#ORD110460645,2025-11-19,paid,1154,1102.0,900,30,70,162.0,5,HERB002,180,900,Neem Face Wash,,low
110460646,#ORD110460646,2025-11-02,paid,1338,299.6,220,30,70,39.6,1,HERB005,220,220,Aloe Vera Gel,,low
110460647,#ORD110460647,2025-11-26,paid,1446,885.0,750,50,50,135.0,3,HERB001,250,750,Amla Hair Oil,,medium
110460648,#ORD110460648,2025-11-23,paid,1470,252.4,180,30,70,32.4,2,HERB004,90,180,Sandalwood Soap,,low
110460649,#ORD110460649,2025-11-17,paid,1310,1525.0,1250,20,70,225.0,5,HERB001,250,1250,Amla Hair Oil,,medium
110460650,#ORD110460650,2025-11-17,paid,1225,1790.0,1500,30,50,270.0,5,HERB003,300,1500,Tulsi Shampoo,,medium
110460651,#ORD110460651,2025-11-15,refunded,1275,1466.0,1200,0,50,216.0,4,HERB003,300,1200,Tulsi Shampoo,RFD110460651,low
110460652,#ORD110460652,2025-11-03,paid,1463,354.0,300,30,30,54.0,1,HERB003,300,300,Tulsi Shampoo,,medium
110460653,#ORD110460653,2025-11-07,paid,1194,424.8,360,30,30,64.8,4,HERB004,90,360,Sandalwood Soap,,high
110460654,#ORD110460654,2025-11-13,paid,1456,758.8,660,50,30,118.8,3,HERB005,220,660,Aloe Vera Gel,,low
110460655,#ORD110460655,2025-11-20,paid,1442,212.4,180,50,50,32.4,1,HERB002,180,180,Neem Face Wash,,high
110460656,#ORD110460656,2025-11-04,paid,1061,559.2,440,30,70,79.2,2,HERB005,220,440,Aloe Vera Gel,,medium
110460657,#ORD110460657,2025-11-08,paid,1313,434.8,360,20,30,64.8,2,HERB002,180,360,Neem Face Wash,,high
110460658,#ORD110460658,2025-11-06,paid,1171,1180.0,1000,50,50,180.0,4,HERB001,250,1000,Amla Hair Oil,,high
110460659,#ORD110460659,2025-11-09,paid,1359,915.0,750,20,50,135.0,3,HERB001,250,750,Amla Hair Oil,,high
110460660,#ORD110460660,2025-11-26,paid,1045,1466.0,1200,20,70,216.0,4,HERB003,300,1200,Tulsi Shampoo,,high
110460661,#ORD110460661,2025-11-04,paid,1124,136.2,90,20,50,16.2,1,HERB004,90,90,Sandalwood Soap,,medium
110460662,#ORD110460662,2025-11-11,paid,1144,404.8,360,50,30,64.8,2,HERB002,180,360,Neem Face Wash,,high
110460663,#ORD110460663,2025-11-07,paid,1018,539.2,440,50,70,79.2,2,HERB005,220,440,Aloe Vera Gel,,low
110460664,#ORD110460664,2025-11-04,paid,1404,1466.0,1200,20,70,216.0,4,HERB003,300,1200,Tulsi Shampoo,,high
110460665,#ORD110460665,2025-11-07,paid,1072,424.8,360,50,50,64.8,2,HERB002,180,360,Neem Face Wash,,medium
110460666,#ORD110460666,2025-11-12,paid,1111,1082.0,900,30,50,162.0,3,HERB003,300,900,Tulsi Shampoo,,medium
110460667,#ORD110460667,2025-11-10,pending,1004,262.4,180,0,50,32.4,1,HERB002,180,180,Neem Face Wash,,high
110460668,#ORD110460668,2025-11-22,refunded,1466,955.0,750,0,70,135.0,3,HERB001,250,750,Amla Hair Oil,RFD110460668,low
110460669,#ORD110460669,2025-11-10,pending,1495,259.6,220,30,30,39.6,1,HERB005,220,220,Aloe Vera Gel,,medium
110460670,#ORD110460670,2025-11-21,pending,1134,192.4,180,50,30,32.4,2,HERB004,90,180,Sandalwood Soap,,high
110460671,#ORD110460671,2025-11-10,refunded,1487,561.0,450,0,30,81.0,5,HERB004,90,450,Sandalwood Soap,RFD110460671,high
110460672,#ORD110460672,2025-11-09,paid,1279,232.4,180,30,50,32.4,1,HERB002,180,180,Neem Face Wash,,medium
110460673,#ORD110460673,2025-11-01,paid,1339,1058.4,880,30,50,158.4,4,HERB005,220,880,Aloe Vera Gel,,high
110460674,#ORD110460674,2025-11-29,paid,1076,325.0,250,20,50,45.0,1,HERB001,250,250,Amla Hair Oil,,medium
110460675,#ORD110460675,2025-11-29,paid,1364,315.0,250,30,50,45.0,1,HERB001,250,250,Amla Hair Oil,,low
110460676,#ORD110460676,2025-11-18,paid,1203,828.8,660,20,70,118.8,3,HERB005,220,660,Aloe Vera Gel,,low
110460677,#ORD110460677,2025-11-23,paid,1414,394.0,300,30,70,54.0,1,HERB003,300,300,Tulsi Shampoo,,high
110460678,#ORD110460678,2025-11-19,paid,1230,848.8,660,0,70,118.8,3,HERB005,220,660,Aloe Vera Gel,,high
110460679,#ORD110460679,2025-11-19,refunded,1492,1132.0,900,0,70,162.0,5,HERB002,180,900,Neem Face Wash,RFD110460679,low
110460680,#ORD110460680,2025-11-22,paid,1298,1298.0,1100,30,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,,high
110460681,#ORD110460681,2025-11-10,paid,1221,758.0,600,0,50,108.0,2,HERB003,300,600,Tulsi Shampoo,,high
110460682,#ORD110460682,2025-11-29,paid,1484,305.0,250,20,30,45.0,1,HERB001,250,250,Amla Hair Oil,,medium
110460683,#ORD110460683,2025-11-22,paid,1374,404.8,360,50,30,64.8,2,HERB002,180,360,Neem Face Wash,,low
110460684,#ORD110460684,2025-11-22,paid,1166,1328.0,1100,0,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,,high
110460685,#ORD110460685,2025-11-16,refunded,1197,348.6,270,0,30,48.6,3,HERB004,90,270,Sandalwood Soap,RFD110460685,low
110460686,#ORD110460686,2025-11-14,paid,1424,630.0,500,30,70,90.0,2,HERB001,250,500,Amla Hair Oil,,high
110460687,#ORD110460687,2025-11-16,paid,1161,758.0,600,0,50,108.0,2,HERB003,300,600,Tulsi Shampoo,,high
110460688,#ORD110460688,2025-11-14,paid,1144,1200.0,1000,30,50,180.0,4,HERB001,250,1000,Amla Hair Oil,,low
110460689,#ORD110460689,2025-11-09,paid,1186,1018.4,880,50,30,158.4,4,HERB005,220,880,Aloe Vera Gel,,high
110460690,#ORD110460690,2025-11-26,paid,1039,212.4,180,50,50,32.4,2,HERB004,90,180,Sandalwood Soap,,high
110460691,#ORD110460691,2025-11-29,paid,1163,474.8,360,0,50,64.8,4,HERB004,90,360,Sandalwood Soap,,medium
110460692,#ORD110460692,2025-11-28,paid,1195,345.0,250,0,50,45.0,1,HERB001,250,250,Amla Hair Oil,,high
110460693,#ORD110460693,2025-11-28,paid,1449,551.0,450,30,50,81.0,5,HERB004,90,450,Sandalwood Soap,,low
110460694,#ORD110460694,2025-11-10,pending,1328,551.0,450,30,50,81.0,5,HERB004,90,450,Sandalwood Soap,,low
110460695,#ORD110460695,2025-11-06,paid,1109,1082.0,900,30,50,162.0,5,HERB002,180,900,Neem Face Wash,,high
110460696,#ORD110460696,2025-11-06,paid,1010,309.6,220,20,70,39.6,1,HERB005,220,220,Aloe Vera Gel,,high
110460697,#ORD110460697,2025-11-12,paid,1164,1820.0,1500,20,70,270.0,5,HERB003,300,1500,Tulsi Shampoo,,low
110460698,#ORD110460698,2025-11-02,paid,1345,212.4,180,50,50,32.4,2,HERB004,90,180,Sandalwood Soap,,high
110460699,#ORD110460699,2025-11-14,paid,1157,1426.0,1200,20,30,216.0,4,HERB003,300,1200,Tulsi Shampoo,,medium
110460700,#ORD110460700,2025-11-08,paid,1027,1082.0,900,50,70,162.0,5,HERB002,180,900,Neem Face Wash,,medium
110460701,#ORD110460701,2025-11-12,paid,1075,368.6,270,0,50,48.6,3,HERB004,90,270,Sandalwood Soap,,high
110460702,#ORD110460702,2025-11-14,paid,1242,1810.0,1500,30,70,270.0,5,HERB003,300,1500,Tulsi Shampoo,,medium
110460703,#ORD110460703,2025-11-29,paid,1331,1338.0,1100,30,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,,low
110460704,#ORD110460704,2025-11-09,paid,1278,242.4,180,0,30,32.4,1,HERB002,180,180,Neem Face Wash,,medium
110460705,#ORD110460705,2025-11-21,paid,1472,1062.0,900,30,30,162.0,3,HERB003,300,900,Tulsi Shampoo,,medium
110460706,#ORD110460706,2025-11-20,paid,1129,778.0,600,0,70,108.0,2,HERB003,300,600,Tulsi Shampoo,,medium
110460707,#ORD110460707,2025-11-29,paid,1207,106.2,90,50,50,16.2,1,HERB004,90,90,Sandalwood Soap,,medium
110460708,#ORD110460708,2025-11-12,paid,1179,1495.0,1250,50,70,225.0,5,HERB001,250,1250,Amla Hair Oil,,medium
110460709,#ORD110460709,2025-11-16,pending,1340,660.0,500,0,70,90.0,2,HERB001,250,500,Amla Hair Oil,,low
110460710,#ORD110460710,2025-11-17,paid,1432,885.0,750,30,30,135.0,3,HERB001,250,750,Amla Hair Oil,,high
