Order ID,Order Name,Created at,Financial Status,Customer ID,Total Price,Subtotal Price,Total Discounts,Shipping Cost,Total Tax,Lineitem quantity,Lineitem sku,Lineitem price,Lineitem total price,Lineitem name,Refund ID,Risk Level,Net Revenue,Fulfillment Cost,Contribution Margin,Order Year,Order Month,Order week,Days Since Order,First Purchase,Variant SKU,Cost per item,Lineitem COGS,Lineitem Gross Profit,Gross Margin %
110460529,#ORD110460529,2025-11-09,pending,1336,318.6,270,30,30,48.6,3,HERB004,90,270,Sandalwood Soap,0,medium,288.6,78.6,258.6,2025,11,45,65,2025-11-09,HERB004,50,150,120,44.44444444444444
110460530,#ORD110460530,2025-11-11,paid,1276,1058.4,880,30,50,158.4,4,HERB005,220,880,Aloe Vera Gel,0,low,1028.4,208.4,978.4000000000001,2025,11,46,63,2025-11-11,HERB005,140,560,320,36.36363636363637
110460531,#ORD110460531,2025-11-13,paid,1146,354.0,300,50,50,54.0,1,HERB003,300,300,Tulsi Shampoo,0,low,304.0,104.0,254.0,2025,11,46,61,2025-11-13,HERB003,190,190,110,36.666666666666664
110460532,#ORD110460532,2025-11-03,paid,1444,1308.0,1100,20,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,medium,1288.0,228.0,1258.0,2025,11,45,71,2025-11-03,HERB005,140,700,400,36.36363636363637
110460533,#ORD110460533,2025-11-26,paid,1068,1210.0,1000,20,50,180.0,4,HERB001,250,1000,Amla Hair Oil,0,high,1190.0,230.0,1140.0,2025,11,48,48,2025-11-26,HERB001,160,640,360,36.0
110460534,#ORD110460534,2025-11-24,paid,1234,222.4,180,20,30,32.4,1,HERB002,180,180,Neem Face Wash,0,low,202.4,62.4,172.4,2025,11,48,50,2025-11-24,HERB002,110,110,70,38.88888888888889
110460535,#ORD110460535,2025-11-20,paid,1283,348.6,270,20,50,48.6,3,HERB004,90,270,Sandalwood Soap,0,high,328.6,98.6,278.6,2025,11,47,54,2025-11-20,HERB004,50,150,120,44.44444444444444
110460536,#ORD110460536,2025-11-15,paid,1026,895.0,750,20,30,135.0,3,HERB001,250,750,Amla Hair Oil,0,medium,875.0,165.0,845.0,2025,11,46,59,2025-11-12,HERB001,160,480,270,36.0
110460537,#ORD110460537,2025-11-04,paid,1273,788.8,660,20,30,118.8,3,HERB005,220,660,Aloe Vera Gel,0,high,768.8,148.8,738.8,2025,11,45,70,2025-11-04,HERB005,140,420,240,36.36363636363637
110460538,#ORD110460538,2025-11-24,pending,1310,849.6,720,50,50,129.6,4,HERB002,180,720,Neem Face Wash,0,medium,799.6,179.6,749.6,2025,11,48,50,2025-11-17,HERB002,110,440,280,38.88888888888889
110460539,#ORD110460539,2025-11-19,paid,1393,1338.0,1100,30,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,low,1308.0,268.0,1238.0,2025,11,47,55,2025-11-19,HERB005,140,700,400,36.36363636363637
110460540,#ORD110460540,2025-11-08,paid,1243,499.2,440,50,30,79.2,2,HERB005,220,440,Aloe Vera Gel,0,high,449.2,109.2,419.2,2025,11,45,66,2025-11-02,HERB005,140,280,160,36.36363636363637
110460541,#ORD110460541,2025-11-02,paid,1135,1318.0,1100,30,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,low,1288.0,248.0,1238.0,2025,11,44,72,2025-11-02,HERB005,140,700,400,36.36363636363637
110460542,#ORD110460542,2025-11-01,paid,1459,1318.0,1100,30,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,low,1288.0,248.0,1238.0,2025,11,44,73,2025-11-01,HERB005,140,700,400,36.36363636363637
110460543,#ORD110460543,2025-11-11,paid,1019,354.0,300,30,30,54.0,1,HERB003,300,300,Tulsi Shampoo,0,medium,324.0,84.0,294.0,2025,11,46,63,2025-11-11,HERB003,190,190,110,36.666666666666664
110460544,#ORD110460544,2025-11-25,paid,1464,899.6,720,0,50,129.6,4,HERB002,180,720,Neem Face Wash,0,low,899.6,179.6,849.6,2025,11,48,49,2025-11-25,HERB002,110,440,280,38.88888888888889
110460545,#ORD110460545,2025-11-27,paid,1042,885.0,750,30,30,135.0,3,HERB001,250,750,Amla Hair Oil,0,low,855.0,165.0,825.0,2025,11,48,47,2025-11-11,HERB001,160,480,270,36.0
110460547,#ORD110460547,2025-11-10,paid,1170,1038.4,880,30,30,158.4,4,HERB005,220,880,Aloe Vera Gel,0,medium,1008.4000000000001,188.4,978.4000000000001,2025,11,46,64,2025-11-10,HERB005,140,560,320,36.36363636363637
110460548,#ORD110460548,2025-11-02,paid,1458,404.0,300,20,70,54.0,1,HERB003,300,300,Tulsi Shampoo,0,low,384.0,124.0,314.0,2025,11,44,72,2025-11-02,HERB003,190,190,110,36.666666666666664
110460549,#ORD110460549,2025-11-06,paid,1004,212.4,180,30,30,32.4,2,HERB004,90,180,Sandalwood Soap,0,medium,182.4,62.4,152.4,2025,11,45,68,2025-11-06,HERB004,50,100,80,44.44444444444444
110460550,#ORD110460550,2025-11-22,paid,1248,559.2,440,30,70,79.2,2,HERB005,220,440,Aloe Vera Gel,0,low,529.2,149.2,459.20000000000005,2025,11,47,52,2025-11-06,HERB005,140,280,160,36.36363636363637
110460552,#ORD110460552,2025-11-25,paid,1045,329.6,220,0,70,39.6,1,HERB005,220,220,Aloe Vera Gel,0,high,329.6,109.6,259.6,2025,11,48,49,2025-11-08,HERB005,140,140,80,36.36363636363637
110460553,#ORD110460553,2025-11-01,paid,1343,1200.0,1000,50,70,180.0,4,HERB001,250,1000,Amla Hair Oil,0,high,1150.0,250.0,1080.0,2025,11,44,73,2025-11-01,HERB001,160,640,360,36.0
110460554,#ORD110460554,2025-11-04,paid,1219,905.0,750,30,50,135.0,3,HERB001,250,750,Amla Hair Oil,0,low,875.0,185.0,825.0,2025,11,45,70,2025-11-04,HERB001,160,480,270,36.0
110460556,#ORD110460556,2025-11-21,paid,1353,1180.0,1000,30,30,180.0,4,HERB001,250,1000,Amla Hair Oil,0,high,1150.0,210.0,1120.0,2025,11,47,53,2025-11-21,HERB001,160,640,360,36.0
110460558,#ORD110460558,2025-11-24,pending,1044,1062.0,900,30,30,162.0,5,HERB002,180,900,Neem Face Wash,0,low,1032.0,192.0,1002.0,2025,11,48,50,2025-11-24,HERB002,110,550,350,38.88888888888889
110460559,#ORD110460559,2025-11-06,paid,1248,368.6,270,0,50,48.6,3,HERB004,90,270,Sandalwood Soap,0,high,368.6,98.6,318.6,2025,11,45,68,2025-11-06,HERB004,50,150,120,44.44444444444444
110460560,#ORD110460560,2025-11-06,paid,1325,126.2,90,30,50,16.2,1,HERB004,90,90,Sandalwood Soap,0,high,96.2,66.2,46.2,2025,11,45,68,2025-11-06,HERB004,50,50,40,44.44444444444444
110460561,#ORD110460561,2025-11-29,paid,1203,818.8,660,30,70,118.8,3,HERB005,220,660,Aloe Vera Gel,0,low,788.8,188.8,718.8,2025,11,48,45,2025-11-18,HERB005,140,420,240,36.36363636363637
110460562,#ORD110460562,2025-11-12,pending,1434,232.4,180,30,50,32.4,1,HERB002,180,180,Neem Face Wash,0,low,202.4,82.4,152.4,2025,11,46,62,2025-11-12,HERB002,110,110,70,38.88888888888889
110460563,#ORD110460563,2025-11-13,paid,1111,1180.0,1000,30,30,180.0,4,HERB001,250,1000,Amla Hair Oil,0,low,1150.0,210.0,1120.0,2025,11,46,61,2025-11-12,HERB001,160,640,360,36.0
110460564,#ORD110460564,2025-11-20,paid,1319,640.0,500,0,50,90.0,2,HERB001,250,500,Amla Hair Oil,0,low,640.0,140.0,590.0,2025,11,47,54,2025-11-20,HERB001,160,320,180,36.0
110460565,#ORD110460565,2025-11-24,pending,1081,667.2,540,20,50,97.2,3,HERB002,180,540,Neem Face Wash,0,medium,647.2,147.2,597.2,2025,11,48,50,2025-11-24,HERB002,110,330,210,38.88888888888889
110460566,#ORD110460566,2025-11-04,paid,1126,905.0,750,30,50,135.0,3,HERB001,250,750,Amla Hair Oil,0,low,875.0,185.0,825.0,2025,11,45,70,2025-11-04,HERB001,160,480,270,36.0
110460567,#ORD110460567,2025-11-08,paid,1306,637.2,540,30,30,97.2,3,HERB002,180,540,Neem Face Wash,0,low,607.2,127.2,577.2,2025,11,45,66,2025-11-08,HERB002,110,330,210,38.88888888888889
110460568,#ORD110460568,2025-11-02,paid,1454,1318.0,1100,50,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,low,1268.0,268.0,1198.0,2025,11,44,72,2025-11-02,HERB005,140,700,400,36.36363636363637
110460569,#ORD110460569,2025-11-09,paid,1245,758.0,600,0,50,108.0,2,HERB003,300,600,Tulsi Shampoo,0,low,758.0,158.0,708.0,2025,11,45,65,2025-11-09,HERB003,190,380,220,36.666666666666664
110460570,#ORD110460570,2025-11-22,paid,1446,338.6,270,30,50,48.6,3,HERB004,90,270,Sandalwood Soap,0,medium,308.6,98.6,258.6,2025,11,47,52,2025-11-22,HERB004,50,150,120,44.44444444444444
110460571,#ORD110460571,2025-11-20,paid,1298,600.0,500,20,30,90.0,2,HERB001,250,500,Amla Hair Oil,0,low,580.0,120.0,550.0,2025,11,47,54,2025-11-20,HERB001,160,320,180,36.0
110460572,#ORD110460572,2025-11-06,paid,1189,1525.0,1250,20,70,225.0,5,HERB001,250,1250,Amla Hair Oil,0,medium,1505.0,295.0,1435.0,2025,11,45,68,2025-11-06,HERB001,160,800,450,36.0
110460573,#ORD110460573,2025-11-14,pending,1306,464.8,360,30,70,64.8,2,HERB002,180,360,Neem Face Wash,0,medium,434.8,134.8,364.8,2025,11,46,60,2025-11-08,HERB002,110,220,140,38.88888888888889
110460574,#ORD110460574,2025-11-08,pending,1457,1068.4,880,0,30,158.4,4,HERB005,220,880,Aloe Vera Gel,0,low,1068.4,188.4,1038.4,2025,11,45,66,2025-11-08,HERB005,140,560,320,36.36363636363637
110460577,#ORD110460577,2025-11-21,paid,1332,620.0,500,0,30,90.0,2,HERB001,250,500,Amla Hair Oil,0,low,620.0,120.0,590.0,2025,11,47,53,2025-11-21,HERB001,160,320,180,36.0
110460578,#ORD110460578,2025-11-29,paid,1235,365.0,250,0,70,45.0,1,HERB001,250,250,Amla Hair Oil,0,high,365.0,115.0,295.0,2025,11,48,45,2025-11-14,HERB001,160,160,90,36.0
110460579,#ORD110460579,2025-11-05,paid,1215,511.0,450,50,30,81.0,5,HERB004,90,450,Sandalwood Soap,0,low,461.0,111.0,431.0,2025,11,45,69,2025-11-05,HERB004,50,250,200,44.44444444444444
110460580,#ORD110460580,2025-11-05,paid,1015,657.2,540,50,70,97.2,3,HERB002,180,540,Neem Face Wash,0,medium,607.2,167.2,537.2,2025,11,45,69,2025-11-05,HERB002,110,330,210,38.88888888888889
110460581,#ORD110460581,2025-11-08,pending,1126,657.2,540,30,50,97.2,3,HERB002,180,540,Neem Face Wash,0,high,627.2,147.2,577.2,2025,11,45,66,2025-11-04,HERB002,110,330,210,38.88888888888889
110460582,#ORD110460582,2025-11-27,paid,1461,289.6,220,20,50,39.6,1,HERB005,220,220,Aloe Vera Gel,0,high,269.6,89.6,219.60000000000002,2025,11,48,47,2025-11-27,HERB005,140,140,80,36.36363636363637
110460583,#ORD110460583,2025-11-11,paid,1117,358.6,270,30,70,48.6,3,HERB004,90,270,Sandalwood Soap,0,low,328.6,118.6,258.6,2025,11,46,63,2025-11-09,HERB004,50,150,120,44.44444444444444
110460584,#ORD110460584,2025-11-24,paid,1414,1068.4,880,0,30,158.4,4,HERB005,220,880,Aloe Vera Gel,0,medium,1068.4,188.4,1038.4,2025,11,48,50,2025-11-23,HERB005,140,560,320,36.36363636363637
110460585,#ORD110460585,2025-11-07,paid,1337,279.6,220,50,70,39.6,1,HERB005,220,220,Aloe Vera Gel,0,medium,229.60000000000002,109.6,159.60000000000002,2025,11,45,67,2025-11-07,HERB005,140,140,80,36.36363636363637
110460586,#ORD110460586,2025-11-14,paid,1271,865.0,750,50,30,135.0,3,HERB001,250,750,Amla Hair Oil,0,low,815.0,165.0,785.0,2025,11,46,60,2025-11-14,HERB001,160,480,270,36.0
110460587,#ORD110460587,2025-11-19,paid,1403,818.8,660,30,70,118.8,3,HERB005,220,660,Aloe Vera Gel,0,medium,788.8,188.8,718.8,2025,11,47,55,2025-11-19,HERB005,140,420,240,36.36363636363637
110460588,#ORD110460588,2025-11-15,paid,1162,1200.0,1000,30,50,180.0,4,HERB001,250,1000,Amla Hair Oil,0,low,1170.0,230.0,1120.0,2025,11,46,59,2025-11-15,HERB001,160,640,360,36.0
110460589,#ORD110460589,2025-11-28,paid,1294,828.8,660,0,50,118.8,3,HERB005,220,660,Aloe Vera Gel,0,high,828.8,168.8,778.8,2025,11,48,46,2025-11-28,HERB005,140,420,240,36.36363636363637
110460590,#ORD110460590,2025-11-07,paid,1316,848.8,660,0,70,118.8,3,HERB005,220,660,Aloe Vera Gel,0,low,848.8,188.8,778.8,2025,11,45,67,2025-11-07,HERB005,140,420,240,36.36363636363637
110460591,#ORD110460591,2025-11-23,paid,1291,1180.0,1000,50,50,180.0,4,HERB001,250,1000,Amla Hair Oil,0,medium,1130.0,230.0,1080.0,2025,11,47,51,2025-11-23,HERB001,160,640,360,36.0
110460592,#ORD110460592,2025-11-26,paid,1110,1088.4,880,0,50,158.4,4,HERB005,220,880,Aloe Vera Gel,0,high,1088.4,208.4,1038.4,2025,11,48,48,2025-11-26,HERB005,140,560,320,36.36363636363637
110460593,#ORD110460593,2025-11-07,paid,1269,345.0,250,20,70,45.0,1,HERB001,250,250,Amla Hair Oil,0,medium,325.0,115.0,255.0,2025,11,45,67,2025-11-07,HERB001,160,160,90,36.0
110460594,#ORD110460594,2025-11-28,paid,1020,424.8,360,30,30,64.8,4,HERB004,90,360,Sandalwood Soap,0,low,394.8,94.8,364.8,2025,11,48,46,2025-11-28,HERB004,50,200,160,44.44444444444444
110460595,#ORD110460595,2025-11-23,pending,1429,829.6,720,50,30,129.6,4,HERB002,180,720,Neem Face Wash,0,medium,779.6,159.6,749.6,2025,11,47,51,2025-11-23,HERB002,110,440,280,38.88888888888889
110460596,#ORD110460596,2025-11-04,paid,1186,1505.0,1250,20,50,225.0,5,HERB001,250,1250,Amla Hair Oil,0,low,1485.0,275.0,1435.0,2025,11,45,70,2025-11-04,HERB001,160,800,450,36.0
110460597,#ORD110460597,2025-11-18,paid,1250,1348.0,1100,0,50,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,medium,1348.0,248.0,1298.0,2025,11,47,56,2025-11-18,HERB005,140,700,400,36.36363636363637
110460598,#ORD110460598,2025-11-16,paid,1075,275.0,250,50,30,45.0,1,HERB001,250,250,Amla Hair Oil,0,high,225.0,75.0,195.0,2025,11,46,58,2025-11-09,HERB001,160,160,90,36.0
110460599,#ORD110460599,2025-11-15,pending,1365,384.0,300,20,50,54.0,1,HERB003,300,300,Tulsi Shampoo,0,low,364.0,104.0,314.0,2025,11,46,59,2025-11-15,HERB003,190,190,110,36.666666666666664
110460600,#ORD110460600,2025-11-03,paid,1256,1132.0,900,0,70,162.0,5,HERB002,180,900,Neem Face Wash,0,low,1132.0,232.0,1062.0,2025,11,45,71,2025-11-03,HERB002,110,550,350,38.88888888888889
110460601,#ORD110460601,2025-11-24,pending,1408,1180.0,1000,50,50,180.0,4,HERB001,250,1000,Amla Hair Oil,0,low,1130.0,230.0,1080.0,2025,11,48,50,2025-11-24,HERB001,160,640,360,36.0
110460602,#ORD110460602,2025-11-09,paid,1178,630.0,500,30,70,90.0,2,HERB001,250,500,Amla Hair Oil,0,high,600.0,160.0,530.0,2025,11,45,65,2025-11-09,HERB001,160,320,180,36.0
110460603,#ORD110460603,2025-11-19,paid,1195,1088.4,880,20,70,158.4,4,HERB005,220,880,Aloe Vera Gel,0,medium,1068.4,228.4,998.4000000000001,2025,11,47,55,2025-11-19,HERB005,140,560,320,36.36363636363637
110460604,#ORD110460604,2025-11-18,paid,1137,358.6,270,30,70,48.6,3,HERB004,90,270,Sandalwood Soap,0,medium,328.6,118.6,258.6,2025,11,47,56,2025-11-18,HERB004,50,150,120,44.44444444444444
110460605,#ORD110460605,2025-11-17,paid,1381,464.8,360,30,70,64.8,4,HERB004,90,360,Sandalwood Soap,0,high,434.8,134.8,364.8,2025,11,47,57,2025-11-17,HERB004,50,200,160,44.44444444444444
110460606,#ORD110460606,2025-11-21,paid,1148,86.2,90,50,30,16.2,1,HERB004,90,90,Sandalwood Soap,0,high,36.2,46.2,6.200000000000003,2025,11,47,53,2025-11-04,HERB004,50,50,40,44.44444444444444
110460607,#ORD110460607,2025-11-06,paid,1097,279.6,220,30,50,39.6,1,HERB005,220,220,Aloe Vera Gel,0,medium,249.60000000000002,89.6,199.60000000000002,2025,11,45,68,2025-11-06,HERB005,140,140,80,36.36363636363637
110460608,#ORD110460608,2025-11-03,paid,1242,905.0,750,30,50,135.0,3,HERB001,250,750,Amla Hair Oil,0,high,875.0,185.0,825.0,2025,11,45,71,2025-11-03,HERB001,160,480,270,36.0
110460609,#ORD110460609,2025-11-27,paid,1022,1230.0,1000,20,70,180.0,4,HERB001,250,1000,Amla Hair Oil,0,medium,1210.0,250.0,1140.0,2025,11,48,47,2025-11-27,HERB001,160,640,360,36.0
110460610,#ORD110460610,2025-11-13,paid,1123,758.0,600,0,50,108.0,2,HERB003,300,600,Tulsi Shampoo,0,low,758.0,158.0,708.0,2025,11,46,61,2025-11-13,HERB003,190,380,220,36.666666666666664
110460611,#ORD110460611,2025-11-17,paid,1444,935.0,750,0,50,135.0,3,HERB001,250,750,Amla Hair Oil,0,medium,935.0,185.0,885.0,2025,11,47,57,2025-11-03,HERB001,160,480,270,36.0
110460612,#ORD110460612,2025-11-07,paid,1479,289.6,220,20,50,39.6,1,HERB005,220,220,Aloe Vera Gel,0,high,269.6,89.6,219.60000000000002,2025,11,45,67,2025-11-07,HERB005,140,140,80,36.36363636363637
110460613,#ORD110460613,2025-11-23,paid,1038,590.0,500,30,30,90.0,2,HERB001,250,500,Amla Hair Oil,0,medium,560.0,120.0,530.0,2025,11,47,51,2025-11-04,HERB001,160,320,180,36.0
110460614,#ORD110460614,2025-11-06,paid,1314,242.4,180,20,50,32.4,1,HERB002,180,180,Neem Face Wash,0,high,222.4,82.4,172.4,2025,11,45,68,2025-11-06,HERB002,110,110,70,38.88888888888889
110460615,#ORD110460615,2025-11-04,pending,1148,1038.4,880,30,30,158.4,4,HERB005,220,880,Aloe Vera Gel,0,medium,1008.4000000000001,188.4,978.4000000000001,2025,11,45,70,2025-11-04,HERB005,140,560,320,36.36363636363637
110460616,#ORD110460616,2025-11-19,paid,1399,1048.4,880,20,30,158.4,4,HERB005,220,880,Aloe Vera Gel,0,high,1028.4,188.4,998.4000000000001,2025,11,47,55,2025-11-19,HERB005,140,560,320,36.36363636363637
110460617,#ORD110460617,2025-11-16,paid,1448,358.6,270,30,70,48.6,3,HERB004,90,270,Sandalwood Soap,0,medium,328.6,118.6,258.6,2025,11,46,58,2025-11-16,HERB004,50,150,120,44.44444444444444
110460618,#ORD110460618,2025-11-06,pending,1030,348.6,270,20,50,48.6,3,HERB004,90,270,Sandalwood Soap,0,medium,328.6,98.6,278.6,2025,11,45,68,2025-11-06,HERB004,50,150,120,44.44444444444444
110460619,#ORD110460619,2025-11-04,paid,1038,1820.0,1500,0,50,270.0,5,HERB003,300,1500,Tulsi Shampoo,0,medium,1820.0,320.0,1770.0,2025,11,45,70,2025-11-04,HERB003,190,950,550,36.666666666666664
110460620,#ORD110460620,2025-11-11,paid,1133,384.0,300,20,50,54.0,1,HERB003,300,300,Tulsi Shampoo,0,medium,364.0,104.0,314.0,2025,11,46,63,2025-11-11,HERB003,190,190,110,36.666666666666664
110460621,#ORD110460621,2025-11-18,paid,1269,374.0,300,50,70,54.0,1,HERB003,300,300,Tulsi Shampoo,0,low,324.0,124.0,254.0,2025,11,47,56,2025-11-07,HERB003,190,190,110,36.666666666666664
110460622,#ORD110460622,2025-11-16,paid,1394,1278.0,1100,50,30,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,high,1228.0,228.0,1198.0,2025,11,46,58,2025-11-16,HERB005,140,700,400,36.36363636363637
110460623,#ORD110460623,2025-11-07,paid,1213,474.8,360,20,70,64.8,2,HERB002,180,360,Neem Face Wash,0,medium,454.8,134.8,384.8,2025,11,45,67,2025-11-07,HERB002,110,220,140,38.88888888888889
110460624,#ORD110460624,2025-11-07,paid,1463,1082.0,900,30,50,162.0,5,HERB002,180,900,Neem Face Wash,0,high,1052.0,212.0,1002.0,2025,11,45,67,2025-11-03,HERB002,110,550,350,38.88888888888889
110460625,#ORD110460625,2025-11-21,paid,1282,539.2,440,30,50,79.2,2,HERB005,220,440,Aloe Vera Gel,0,low,509.20000000000005,129.2,459.20000000000005,2025,11,47,53,2025-11-21,HERB005,140,280,160,36.36363636363637
110460626,#ORD110460626,2025-11-27,paid,1040,1112.0,900,20,70,162.0,5,HERB002,180,900,Neem Face Wash,0,low,1092.0,232.0,1022.0,2025,11,48,47,2025-11-27,HERB002,110,550,350,38.88888888888889
110460627,#ORD110460627,2025-11-19,paid,1355,329.6,220,0,70,39.6,1,HERB005,220,220,Aloe Vera Gel,0,medium,329.6,109.6,259.6,2025,11,47,55,2025-11-19,HERB005,140,140,80,36.36363636363637
110460629,#ORD110460629,2025-11-22,paid,1293,454.8,360,20,50,64.8,4,HERB004,90,360,Sandalwood Soap,0,high,434.8,114.8,384.8,2025,11,47,52,2025-11-22,HERB004,50,200,160,44.44444444444444
110460630,#ORD110460630,2025-11-01,paid,1220,531.0,450,30,30,81.0,5,HERB004,90,450,Sandalwood Soap,0,medium,501.0,111.0,471.0,2025,11,44,73,2025-11-01,HERB004,50,250,200,44.44444444444444
110460631,#ORD110460631,2025-11-03,paid,1050,1348.0,1100,20,70,198.0,5,HERB005,220,1100,Aloe Vera Gel,0,low,1328.0,268.0,1258.0,2025,11,45,71,2025-11-03,HERB005,140,700,400,36.36363636363637
110460632,#ORD110460632,2025-11-24,pending,1104,424.8,360,30,30,64.8,2,HERB002,180,360,Neem Face Wash,0,medium,394.8,94.8,364.8,2025,11,48,50,2025-11-24,HERB002,110,220,140,38.88888888888889
110460633,#ORD110460633,2025-11-14,paid,1211,1466.0,1200,20,70,216.0,4,HERB003,300,1200,Tulsi Shampoo,0,low,1446.0,286.0,1376.0,2025,11,46,60,2025-11-14,HERB003,190,760,440,36.666666666666664
110460635,#ORD110460635,2025-11-19,paid,1377,464.8,360,30,70,64.8,2,HERB002,180,360,Neem Face Wash,0,high,434.8,134.8,364.8,2025,11,47,55,2025-11-19,HERB002,110,220,140,38.88888888888889
